-0.004361641,-0.004500667,0.00012296594
-0.004344793,-0.002652469,0.00023232675
-0.004577697,-0.0023945915,0.00027388197
-0.004651463,-0.004777839,6.2505824e-05
-0.0046177898,-0.0046323994,0.0001575656
-0.004348816,-0.0022735235,-7.89327e-05
-0.0046107,-0.0028409685,3.1551775e-05
-0.004721842,-0.0022771757,4.696563e-05
-0.0042781075,-0.0027234908,0.00012064758
-0.0049076844,-0.0048033567,0.00030746072
-0.0045797843,-0.004630693,0.00014576438
-0.0043468243,-0.004840663,0.00030509048
-0.0044580325,-0.004409821,-0.00013666836
-0.0043764086,-0.0025374251,-0.00013074845
-0.0043000258,-0.0026700685,-8.5323954e-05
-0.0045423955,-0.0045747175,6.841867e-06
-0.0046880334,-0.0029135144,3.2199885e-05
-0.0050562434,-0.0052690837,-0.0001933135
-0.0042174915,-0.004793502,8.893982e-05
-0.0041414914,-0.0051743253,0.00027813436
-0.004742157,-0.0043515544,0.00028313993
-0.004614951,-0.0022058408,5.5021235e-05
-0.0044779154,-0.0029086869,-0.00010588696
-0.00455079,-0.0043860297,-6.4648586e-05
-0.004371013,-0.0019972653,-0.0001712714
-0.0044410466,-0.004778929,-5.7685396e-05
-0.0052202083,-0.0042082835,6.151564e-05
-0.0052175242,-0.0045921765,0.00018656944
-0.0050787497,-0.004837799,-0.00014443573
-0.004878947,-0.0025088454,-0.0003093614
-0.0045783655,-0.004615398,0.00011825092
-0.004296187,-0.0021218697,0.00018542176
-0.0045514745,-0.0020874352,6.331592e-06
-0.0046278317,-0.0046984204,-1.5575148e-06
-0.004263542,-0.00492997,0.00020386817
-0.0039695106,-0.0026677856,0.00011925965
-0.003971995,-0.0050748615,0.00029582612
-0.0039808596,-0.0028952432,0.00016520495
-0.004526293,-0.002843172,0.00036202854
-0.004272357,-0.00447563,0.0004572202
-0.004537091,-0.0022869986,-7.4132106e-05
-0.0049475976,-0.0048868335,-0.000106362844
-0.004675449,-0.0046765367,-0.0002171643
-0.0046321615,-0.0027119478,-0.00019991041
-0.0039534834,-0.0045847483,-7.3495336e-05
-0.004734873,-0.0021014116,-3.1530573e-05
-0.004276935,-0.0026076026,0.00019662864
-0.0043042493,-0.004251347,0.00013471193
-0.004461942,-0.0021854783,3.2455475e-05
-0.0046420773,-0.0046720128,0.00015553006
-0.0053496566,-0.003923445,-0.00023614966
-0.0048645823,-0.0021706107,-0.0004256202
-0.0047182087,-0.004485343,-0.00030185143
-0.004299625,-0.0023765657,-0.0003183286
-0.0042856107,-0.0025594623,6.0841583e-05
-0.0047871717,-0.0041017467,0.00013613394
